,occurrenceID,scientificName,kingdom,phylum,class,order,family,genus,species,decimalLatitude,decimalLongitude,country,locality,waterBody,eventDate,depth,minimumDepthInMeters,maximumDepthInMeters,sst,sss,basisOfRecord,individualCount,establishmentMeans,redlist_category,institutionCode,recordedBy
362,IO/SS/ANO/00141,Raymunida shraddhanandi,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Raymunida,Raymunida shraddhanandi,10.72,92.7,India,Off Little Andaman Island,,2019-10-08,53.0,53.0,53.0,28.86,32.38,Preservedspecimen,1,Unclassified,,CMLRE,
363,IO/SS/ANO/00142,Raymunida vittata,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Raymunida,Raymunida vittata,10.72,92.7,India,Off Little Andaman Island,,2019-10-08,53.0,53.0,53.0,28.86,32.38,Preservedspecimen,1,Unclassified,,CMLRE,
364,IO/SS/ECD/00095,Ophiomoeris tenera,Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophiomoeris,Ophiomoeris tenera,8.42,75.92,India,Trivandrum,Arabian Sea,2013-11-12,1241.0,1241.0,1241.0,28.66,34.46,Humanobservation,1,Unclassified,,CMLRE,
365,IO/SS/ANO/00143,Grimothea,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Grimothea,,11.79,92.34,India,Off South Andaman,Bay of Bengal,,147.0,147.0,147.0,28.86,32.33,Preservedspecimen,1,Unclassified,,CMLRE,
366,IO/SS/ANO/00144,Galathea nicobarica,Animalia,Arthropoda,Malacostraca,Decapoda,Galatheidae,Galathea,Galathea nicobarica,9.29,92.91,India,Off Car Nicobar Island,Andaman sea,,315.0,315.0,315.0,28.86,32.6,Preservedspecimen,1,Unclassified,,CMLRE,
367,IO/SS/ANO/00145,Munidopsis bengala,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Munidopsis bengala,11.03,80.26,India,Off Tamil Nadu,Bay of Bengal,2015-05-12,524.0,524.0,524.0,28.74,33.2,Preservedspecimen,1,Unclassified,,CMLRE,
368,IO/SS/ANO/00146,Munidopsis kadal,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Munidopsis kadal,10.99,74.98,India,Off Karnataka,Arabian sea,,563.0,1018.0,108.0,28.75,34.7,Preservedspecimen,1,Unclassified,,CMLRE,
369,IO/SS/AST/00001,Metanephrops andamanicus,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops andamanicus,7.75,93.21,India,"Southwest Off Katchal Island, Nicobars",Bay of Bengal,,395.0,395.0,395.0,28.87,32.85,Preservedspecimen,2,Unclassified,,CMLRE,
370,IO/SS/AST/00002,Metanephrops andamanicus,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops andamanicus,7.75,93.21,India,"Southwest Off Katchal Island, Nicobars",Bay of Bengal,,395.0,395.0,395.0,28.87,32.85,Preservedspecimen,1,Unclassified,,CMLRE,
371,IO/SS/AST/00003,Metanephrops andamanicus,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops andamanicus,6.84,93.05,India,West Off Great Nicobar Island,Bay of Bengal,2011-10-12,337.0,337.0,337.0,29.0,33.03,Preservedspecimen,1,Unclassified,,CMLRE,
372,IO/SS/AST/00004,Metanephrops andamanicus,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops andamanicus,6.84,93.05,India,West Off Great Nicobar Island,Bay of Bengal,2011-10-12,337.0,337.0,337.0,29.0,33.03,Preservedspecimen,1,Unclassified,,CMLRE,
373,IO/SS/AST/00005,Metanephrops andamanicus,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops andamanicus,12.83,93.21,India,East Off Middle Andaman Island,Andaman Sea,,441.0,441.0,441.0,28.9,32.1,Preservedspecimen,2,Unclassified,,CMLRE,
374,IO/SS/AST/00006,Metanephrops andamanicus,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops andamanicus,12.83,93.21,India,East Off Middle Andaman Island,Andaman Sea,,441.0,441.0,441.0,28.9,32.1,Preservedspecimen,5,Unclassified,,CMLRE,
375,IO/SS/AST/00007,Metanephrops andamanicus,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops andamanicus,6.64,93.68,India,Southwest Off Great Nicobar Island,Bay of Bengal,,271.0,271.0,271.0,29.02,32.95,Preservedspecimen,3,Unclassified,,CMLRE,
376,IO/SS/AST/00008,Metanephrops andamanicus,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops andamanicus,6.64,93.68,India,Southwest Off Great Nicobar Island,Bay of Bengal,,271.0,271.0,271.0,29.02,32.95,Preservedspecimen,3,Unclassified,,CMLRE,
377,IO/SS/AST/00009,Metanephrops andamanicus,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops andamanicus,11.21,92.36,India,"Southwest Off Rutland Island, Andamans",Bay of Bengal,,409.0,409.0,409.0,28.84,32.39,Preservedspecimen,1,Unclassified,,CMLRE,
378,IO/SS/AST/00010,Metanephrops andamanicus,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops andamanicus,11.21,92.36,India,"Southwest Off Rutland Island, Andamans",Bay of Bengal,,409.0,409.0,409.0,28.84,32.39,Preservedspecimen,5,Unclassified,,CMLRE,
379,IO/SS/AST/00011,Metanephrops andamanicus,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops andamanicus,13.03,92.17,India,West Off North Andaman Island,Bay of Bengal,,389.0,388.0,390.0,28.78,32.47,Preservedspecimen,2,Unclassified,,CMLRE,
380,IO/SS/AST/00012,Metanephrops andamanicus,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops andamanicus,10.86,92.19,India,Northwest Off Little Andaman Island,Bay of Bengal,,402.0,402.0,402.0,28.86,32.49,Preservedspecimen,1,Unclassified,,CMLRE,
381,IO/SS/AST/00013,Metanephrops andamanicus,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops andamanicus,6.83,93.76,India,West Off Great Nicobar Island,Bay of Bengal,2015-01-02,338.0,338.0,338.0,28.99,32.93,Preservedspecimen,1,Unclassified,,CMLRE,
382,IO/SS/AST/00014,Nephropsis,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,,11.01,80.3,India,"East Off Karaikal, Pondicherry",Bay of Bengal,,645.0,645.0,645.0,28.74,33.2,Preservedspecimen,6,Unclassified,,CMLRE,
383,IO/SS/AST/00015,Nephropsis,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,,11.01,80.3,India,"East Off Karaikal, Pondicherry",Bay of Bengal,,645.0,645.0,645.0,28.74,33.2,Preservedspecimen,4,Unclassified,,CMLRE,
384,IO/SS/AST/00016,Nephropsis,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,,11.13,80.2,India,"Northeast Off Karaikal, Pondicherry",Bay of Bengal,,540.0,540.0,540.0,28.69,33.17,Preservedspecimen,2,Unclassified,,CMLRE,
385,IO/SS/AST/00017,Nephropsis,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,,11.13,80.2,India,"Northeast Off Karaikal, Pondicherry",Bay of Bengal,,540.0,540.0,540.0,28.69,33.17,Preservedspecimen,5,Unclassified,,CMLRE,
386,IO/SS/AST/00018,Nephropsis carpenteri,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis carpenteri,17.12,83.39,India,"South Off Visakhapatnam, Andhra Pradesh",Bay of Bengal,2010-02-09,567.0,567.0,567.0,28.49,32.13,Preservedspecimen,5,Unclassified,,CMLRE,
387,IO/SS/AST/00019,Nephropsis carpenteri,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis carpenteri,17.12,83.39,India,"South Off Visakhapatnam, Andhra Pradesh",Bay of Bengal,2010-02-09,567.0,567.0,567.0,28.49,32.13,Preservedspecimen,2,Unclassified,,CMLRE,
388,IO/SS/AST/00020,Nephropsis rahayuae,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis rahayuae,12.81,93.08,India,East Off Middle Andaman Island,Andaman Sea,,323.0,323.0,323.0,28.88,32.15,Preservedspecimen,10,Unclassified,,CMLRE,
389,IO/SS/AST/00021,Nephropsis rahayuae,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis rahayuae,12.81,93.08,India,East Off Middle Andaman Island,Andaman Sea,,323.0,323.0,323.0,28.88,32.15,Preservedspecimen,2,Unclassified,,CMLRE,
390,IO/SS/AST/00022,Nephropsis,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,,10.9,93.07,India,East Off Little Andaman Island,Andaman Sea,,213.0,213.0,213.0,28.89,32.33,Preservedspecimen,1,Unclassified,,CMLRE,
391,IO/SS/AST/00023,Metanephrops andamanicus,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Metanephrops,Metanephrops andamanicus,11.19,92.34,India,"Southwest Off Rutland Island, Andamans",Bay of Bengal,,520.0,520.0,520.0,28.84,32.39,Preservedspecimen,1,Unclassified,,CMLRE,
392,IO/SS/AST/00024,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,6.64,93.68,India,Southwest Off Great Nicobar Island,Bay of Bengal,,271.0,271.0,271.0,29.02,32.95,Preservedspecimen,1,Unclassified,,CMLRE,
393,IO/SS/AST/00025,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,7.52,93.4,India,Northwest Off Little Nicobar Island,Bay of Bengal,,567.0,567.0,567.0,28.86,32.87,Preservedspecimen,1,Unclassified,,CMLRE,
394,IO/SS/AST/00026,Nephropsis,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,,10.73,80.64,India,"Southeast Off Nagapattinam, Tamil Nadu",Bay of Bengal,2011-07-11,676.0,676.0,676.0,28.84,33.37,Preservedspecimen,3,Unclassified,,CMLRE,
395,IO/SS/AST/00027,Nephropsis,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,,10.92,80.36,India,"East Off Karaikal, Pondicherry",Bay of Bengal,2011-08-11,654.0,654.0,654.0,28.76,33.25,Preservedspecimen,7,Unclassified,,CMLRE,
396,IO/SS/AST/00028,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,10.92,80.36,India,"East Off Karaikal, Pondicherry",Bay of Bengal,2011-08-11,654.0,654.0,654.0,28.76,33.25,Preservedspecimen,4,Unclassified,,CMLRE,
397,IO/SS/AST/00029,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,11.16,92.39,India,"Southwest Off Rutland Island, Andamans",Bay of Bengal,,526.0,526.0,526.0,28.84,32.42,Preservedspecimen,1,Unclassified,,CMLRE,
398,IO/SS/AST/00030,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,11.16,92.39,India,"Southwest Off Rutland Island, Andamans",Bay of Bengal,,526.0,526.0,526.0,28.84,32.42,Preservedspecimen,1,Unclassified,,CMLRE,
399,IO/SS/AST/00031,Nephropsis,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,,13.22,93.18,India,East Off North Andaman Island,Andaman Sea,,299.0,299.0,299.0,28.84,32.11,Preservedspecimen,5,Unclassified,,CMLRE,
400,IO/SS/AST/00032,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,6.84,93.05,India,West Off Great Nicobar Island,Bay of Bengal,2011-10-12,337.0,337.0,337.0,29.0,33.03,Preservedspecimen,1,Unclassified,,CMLRE,
401,IO/SS/AST/00033,Nephropsis carpenteri,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis carpenteri,12.1,74.32,India,"Southwest Off Kasaragod, Kerala",Arabian Sea,,326.0,326.0,326.0,28.78,34.89,Preservedspecimen,2,Unclassified,,CMLRE,
402,IO/SS/AST/00034,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,11.35,92.39,India,"West Off Rutland Island, Andamans",Bay of Bengal,2015-11-01,535.0,535.0,535.0,28.84,32.36,Preservedspecimen,1,Unclassified,,CMLRE,
403,IO/SS/AST/00035,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,11.35,92.39,India,"West Off Rutland Island, Andamans",Bay of Bengal,2015-11-01,535.0,535.0,535.0,28.84,32.36,Preservedspecimen,1,Unclassified,,CMLRE,
404,IO/SS/AST/00036,Nephropsis rahayuae,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis rahayuae,13.03,92.17,India,West Off North Andaman Island,Bay of Bengal,,389.0,388.0,390.0,28.78,32.47,Preservedspecimen,2,Unclassified,,CMLRE,
405,IO/SS/AST/00037,Nephropsis rahayuae,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis rahayuae,10.9,93.07,India,East Off Little Andaman Island,Andaman Sea,,213.0,213.0,213.0,28.89,32.33,Preservedspecimen,1,Unclassified,,CMLRE,
406,IO/SS/AST/00038,Nephropsis rahayuae,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis rahayuae,10.9,93.07,India,East Off Little Andaman Island,Andaman Sea,,213.0,213.0,213.0,28.89,32.33,Preservedspecimen,1,Unclassified,,CMLRE,
407,IO/SS/AST/00039,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,10.86,92.19,India,Northwest Off Little Andaman Island,Bay of Bengal,,402.0,402.0,402.0,28.86,32.49,Preservedspecimen,2,Unclassified,,CMLRE,
408,IO/SS/AST/00040,Nephropsis rahayuae,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis rahayuae,6.83,93.76,India,West Off Great Nicobar Island,Bay of Bengal,2015-01-02,338.0,338.0,338.0,28.99,32.93,Preservedspecimen,1,Unclassified,,CMLRE,
409,IO/SS/AST/00041,Nephropsis rahayuae,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis rahayuae,13.24,93.17,India,East Off North Andaman Island,Andaman Sea,2016-11-04,332.0,332.0,332.0,28.84,32.11,Preservedspecimen,1,Unclassified,,CMLRE,
410,IO/SS/AST/00042,Nephropsis carpenteri,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis carpenteri,15.66,72.68,India,"Northwest Off Panaji, Goa",Arabian Sea,,691.0,691.0,691.0,28.72,35.46,Preservedspecimen,2,Unclassified,,CMLRE,
411,IO/SS/AST/00043,Nephropsis carpenteri,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis carpenteri,13.37,80.65,India,"Northeast Off Chennai, Tamil Nadu",Bay of Bengal,2019-08-11,458.0,458.0,458.0,28.64,32.95,Preservedspecimen,1,Unclassified,,CMLRE,
412,IO/SS/AST/00044,Nephropsis carpenteri,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis carpenteri,11.96,80.15,India,"East Off Puducherry, Pondicherry",Bay of Bengal,,433.0,433.0,433.0,28.62,33.07,Preservedspecimen,1,Unclassified,,CMLRE,
413,IO/SS/AST/00045,Nephropsis carpenteri,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis carpenteri,15.76,72.36,India,"Southwest Off Vengurla, Maharashtra",Arabian Sea,2019-01-01,766.0,766.0,766.0,28.7,35.6,Preservedspecimen,12,Unclassified,,CMLRE,
414,IO/SS/AST/00046,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,8.24,76.49,India,"Southwest Off Trivandrum, Kerala",Arabian Sea,,610.0,610.0,610.0,28.45,34.37,Preservedspecimen,4,Unclassified,,CMLRE,
415,IO/SS/AST/00047,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,8.24,76.49,India,"Southwest Off Trivandrum, Kerala",Arabian Sea,,610.0,610.0,610.0,28.45,34.37,Preservedspecimen,3,Unclassified,,CMLRE,
416,IO/SS/AST/00048,Nephropsis ensirostris,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis ensirostris,14.26,73.26,India,"West Off Honnavar, Karnataka",Arabian Sea,,214.0,214.0,214.0,28.8,35.28,Preservedspecimen,1,Unclassified,,CMLRE,
417,IO/SS/AST/00049,Nephropsis ensirostris,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis ensirostris,8.36,76.24,India,"Southwest Off Trivandrum, Kerala",Arabian Sea,,950.0,950.0,950.0,28.51,34.41,Preservedspecimen,3,Unclassified,,CMLRE,
418,IO/SS/AST/00050,Nephropsis ensirostris,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis ensirostris,8.36,76.24,India,"Southwest Off Trivandrum, Kerala",Arabian Sea,,950.0,950.0,950.0,28.51,34.41,Preservedspecimen,1,Unclassified,,CMLRE,
419,IO/SS/AST/00051,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,11.15,92.33,India,Northwest Off Middle Andaman Island,Bay of Bengal,,514.0,514.0,514.0,28.85,32.45,Preservedspecimen,5,Unclassified,,CMLRE,
420,IO/SS/AST/00052,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,11.15,92.33,India,Northwest Off Middle Andaman Island,Bay of Bengal,,514.0,514.0,514.0,28.85,32.45,Preservedspecimen,6,Unclassified,,CMLRE,
421,IO/SS/AST/00053,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,10.9,93.07,India,East Off Little Andaman Island,Andaman Sea,,213.0,213.0,213.0,28.89,32.33,Preservedspecimen,6,Unclassified,,CMLRE,
422,IO/SS/AST/00054,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,10.9,93.07,India,East Off Little Andaman Island,Andaman Sea,,213.0,213.0,213.0,28.89,32.33,Preservedspecimen,2,Unclassified,,CMLRE,
423,IO/SS/AST/00055,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,11.91,80.14,India,"East Off Puducherry, Pondicherry",Bay of Bengal,2011-09-11,777.0,777.0,777.0,28.62,33.1,Preservedspecimen,1,Unclassified,,CMLRE,
424,IO/SS/AST/00056,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,7.75,93.21,India,"Southwest Off Katchal Island, Nicobars",Bay of Bengal,,395.0,395.0,395.0,28.87,32.85,Preservedspecimen,1,Unclassified,,CMLRE,
425,IO/SS/AST/00057,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,7.75,93.21,India,"Southwest Off Katchal Island, Nicobars",Bay of Bengal,,395.0,395.0,395.0,28.87,32.85,Preservedspecimen,2,Unclassified,,CMLRE,
426,IO/SS/AST/00058,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,10.86,92.19,India,Northwest Off Little Andaman Island,Bay of Bengal,,402.0,402.0,402.0,28.86,32.49,Preservedspecimen,1,Unclassified,,CMLRE,
427,IO/SS/AST/00059,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,12.14,93.19,India,"East Off Henry Lawrence Island, Andamans",Andaman Sea,2016-11-04,411.0,411.0,411.0,28.9,32.15,Preservedspecimen,1,Unclassified,,CMLRE,
428,IO/SS/AST/00060,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,11.19,92.34,India,"Southwest Off Rutland Island, Andamans",Bay of Bengal,,520.0,520.0,520.0,28.84,32.39,Preservedspecimen,2,Unclassified,,CMLRE,
429,IO/SS/AST/00061,Nephropsis stewarti,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis stewarti,13.27,93.26,India,East Off North Andaman Island,Andaman Sea,,635.0,635.0,635.0,28.84,32.11,Preservedspecimen,2,Unclassified,,CMLRE,
430,IO/SS/AST/00062,Nephropsis sulcata,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis sulcata,8.41,75.89,India,"Southwest Off Trivandrum, Kerala",Arabian Sea,,1245.0,1245.0,1245.0,28.7,34.47,Preservedspecimen,3,Unclassified,,CMLRE,
431,IO/SS/AST/00063,Nephropsis sulcata,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis sulcata,8.41,75.89,India,"Southwest Off Trivandrum, Kerala",Arabian Sea,,1245.0,1245.0,1245.0,28.7,34.47,Preservedspecimen,2,Unclassified,,CMLRE,
432,IO/SS/AST/00064,Nephropsis sulcata,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis sulcata,8.01,76.43,India,"Southwest Off Colachel, Tamil Nadu",Arabian Sea,2013-10-12,1154.0,1154.0,1154.0,28.49,34.38,Preservedspecimen,5,Unclassified,,CMLRE,
433,IO/SS/AST/00065,Nephropsis sulcata,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis sulcata,8.01,76.43,India,"Southwest Off Colachel, Tamil Nadu",Arabian Sea,2013-10-12,1154.0,1154.0,1154.0,28.49,34.38,Preservedspecimen,2,Unclassified,,CMLRE,
434,IO/SS/AST/00066,Acanthacaris tenuimana,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Acanthacaris,Acanthacaris tenuimana,8.01,76.43,India,"Southwest Off Colachel, Tamil Nadu",Arabian Sea,2013-10-12,1154.0,1154.0,1154.0,28.49,34.38,Preservedspecimen,1,Unclassified,,CMLRE,
435,IO/SS/AST/00067,Nephropsis rahayuae,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis rahayuae,6.84,93.05,India,West Off Great Nicobar Island,Bay of Bengal,2011-10-12,337.0,337.0,337.0,29.0,33.03,Preservedspecimen,1,Unclassified,,CMLRE,
436,IO/SS/AST/00068,Nephropsis carpenteri,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis carpenteri,11.95,80.15,India,Puducherry,Bay of Bengal,,439.0,439.0,439.0,28.62,33.07,Preservedspecimen,3,Unclassified,,CMLRE,
437,IO/SS/AST/00069,Nephropsis carpenteri,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,Nephropsis carpenteri,11.95,80.15,India,Puducherry,Bay of Bengal,,439.0,439.0,439.0,28.62,33.07,Preservedspecimen,2,Unclassified,,CMLRE,
438,IO/SS/AXI/00001,Guyanacaris keralam,Animalia,Arthropoda,Malacostraca,Decapoda,Axiidae,Guyanacaris,Guyanacaris keralam,12.1,74.32,India,Kasaragod,Arabian Sea,,326.0,326.0,326.0,28.78,34.89,Preservedspecimen,1,Unclassified,,CMLRE,
439,IO/SS/AXI/00002,Paragourretia galathea,Animalia,Arthropoda,Malacostraca,Decapoda,Ctenochelidae,Paragourretia,Paragourretia galathea,11.36,74.91,India,"West Off Koyilandi, Kerala",Arabian Sea,,100.0,100.0,100.0,28.69,34.74,Preservedspecimen,1,Unclassified,,CMLRE,
440,IO/SS/AXI/00003,Paragourretia galathea,Animalia,Arthropoda,Malacostraca,Decapoda,Ctenochelidae,Paragourretia,Paragourretia galathea,15.47,73.07,India,"West Off Panaji, Goa",Arabian Sea,,105.0,105.0,105.0,28.68,35.34,Preservedspecimen,1,Unclassified,,CMLRE,
441,IO/SS/BRC/00001,Charybdis (Archias) smithii,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis (Archias) smithii,11.99,74.43,India,"Northwest Off Kannur, Kerala",Arabian Sea,2011-08-08,201.0,201.0,201.0,28.76,34.84,Preservedspecimen,2,Unclassified,,CMLRE,
442,IO/SS/BRC/00003,Charybdis (Archias) smithii,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis (Archias) smithii,12.91,92.45,India,"West Off Interview Island, Andamans",Andaman Sea,,99.0,99.0,99.0,28.82,32.44,Preservedspecimen,1,Unclassified,,CMLRE,
443,IO/SS/BRC/00004,Charybdis (Archias) smithii,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis (Archias) smithii,10.68,92.31,India,West Off Little Andaman Island,Andaman Sea,,42.0,42.0,42.0,28.86,32.5,Preservedspecimen,2,Unclassified,,CMLRE,
444,IO/SS/BRC/00005,Raninoides personatus,Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae,Raninoides,Raninoides personatus,9.93,75.57,India,"West Off Kochi, Kerala",Arabian Sea,,263.0,263.0,263.0,28.64,34.55,Preservedspecimen,1,Unclassified,,CMLRE,
445,IO/SS/BRC/00006,Raninoides personatus,Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae,Raninoides,Raninoides personatus,9.93,75.57,India,"West Off Kochi, Kerala",Arabian Sea,,263.0,263.0,263.0,28.64,34.55,Preservedspecimen,1,Unclassified,,CMLRE,
446,IO/SS/BRC/00007,Calappa gallus,Animalia,Arthropoda,Malacostraca,Decapoda,Calappidae,Calappa,Calappa gallus,10.72,92.71,India,East Off Little Andaman Island,Andaman Sea,2019-10-08,53.0,53.0,53.0,28.86,32.38,Preservedspecimen,2,Unclassified,,CMLRE,
447,IO/SS/BRC/00008,Tanaoa pustulosus,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Tanaoa,Tanaoa pustulosus,11.35,92.39,India,"West Off Rutland Island, Andamans",Bay of Bengal,2015-11-01,535.0,535.0,535.0,28.84,32.36,Preservedspecimen,1,Unclassified,,CMLRE,
448,IO/SS/FIS/00431,Anoplogaster cornuta,Animalia,Chordata,Teleostei,Trachichthyiformes,Anoplogastridae,Anoplogaster,Anoplogaster cornuta,12.17635,74.33945,India,Off Payyannur,Arabian Sea,,245.0,245.0,245.0,28.74,34.88,Preservedspecimen,1,Unclassified,,CMLRE,
449,IO/SS/BRC/00009,Pleistacantha pungens,Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Pleistacantha,Pleistacantha pungens,11.35,92.39,India,"West Off Rutland Island, Andamans",Bay of Bengal,2015-11-01,535.0,535.0,535.0,28.84,32.36,Preservedspecimen,2,Unclassified,,CMLRE,
